ubigeo,n_edificios,area_construida_m2,confianza_media,area_distrito_km2,densidad_edificios_km2
030405,1235,64541.01989507675,0.7855548982678154,92.11077628500408,13.407768882315477
030406,5455,297534.79022455215,0.7790553253249878,1741.6154083684596,3.1321495973156486
030407,487,30862.600408554077,0.7975591377066391,73.05135162570431,6.66654331729902
030408,1080,54553.24518370628,0.7858703702688217,101.3668142417427,10.654374492073735
030409,2594,136709.34192204475,0.7774653429468503,104.1509806133897,24.90615052035827
030410,1532,76719.67148685455,0.7918868148529187,87.89532219732878,17.42982404183688
030411,923,66421.56469726562,0.7932456117022464,96.56703166265982,9.558127490387616
030412,1970,107089.18002605438,0.784472893367564,366.5831503412644,5.373951307271111
030413,840,57124.12376832962,0.792185832914852,44.54874916687876,18.855748269235935
030414,2575,124942.90591573715,0.7882457085257595,158.7712408716441,16.218302419653664
030415,4340,253162.23571538925,0.7864386869603038,142.92228977364357,30.366152171740136
030416,2617,145540.1952084465,0.7876672908737772,169.24013311900072,15.463235296322202
030417,1826,97568.93870210648,0.7885300109381221,104.75018234077534,17.431950562717123
030501,15999,761782.8645305221,0.7879313019351875,716.7485983830841,22.321634163069458
030502,4929,249990.6500224575,0.7837539257420854,328.17815297544183,15.019281312028244
030503,10567,499063.3591074089,0.785427566998118,420.53703732451146,25.12739440794099
030504,18394,733536.7671642303,0.78458225518397,485.84126520999183,37.860102295035986
030505,8996,408687.60878631286,0.7919233325072107,222.74396717044527,40.387176875215644
030506,26678,1529461.1204387578,0.7936815505121072,455.1718978261369,58.610824014865386
030601,7529,416819.2185180187,0.7793108647777544,135.98223894582296,55.36752489418599
030602,12178,716281.0264274362,0.7774803579333264,91.35354733935493,133.3062629167739
030603,2739,139603.47545838356,0.7829722160621035,108.598332448376,25.221381749135315
030604,8128,442839.82739019394,0.7883664247337875,307.874634979663,26.400356107728406
030605,8320,440244.6451086998,0.7870446033919087,217.74425008278953,38.209964198074644
030606,3718,211704.20886278152,0.7872978748013217,115.12173525605135,32.29624702694502
030607,3179,173093.91362953186,0.7800279015563276,147.4133883326249,21.565205412868444
030608,5518,301522.631575346,0.7805975899073299,100.38161578943283,54.970224942134074
030609,3129,163566.02759313583,0.7875811119702877,55.617755494081905,56.25901247188852
